Brand,processor_name,RAM,Storage,Price,original price,discount,ratings,number_of_ratings,number_of_reviews,page number
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,87
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,87
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,87
Apple,Apple,16,512,151900,,37%,4.7,2786,179,87
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,88
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,88
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,88
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,88
HP,Intel,16,512,93322,,37%,4.2,1016,45,88
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,88
Apple,Apple,16,512,151900,,37%,4.7,2786,179,88
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,88
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,88
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,88
HP,AMD,16,512,65387,,37%,4.1,26,1,88
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,88
Apple,Apple,16,512,151900,,37%,4.7,2786,179,88
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,88
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,88
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,88
Apple,Apple,16,512,127900,,37%,4.7,2786,179,88
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,88
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,88
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,88
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,88
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,88
Apple,Apple,16,512,151900,,37%,4.7,2786,179,88
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,89
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,89
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,89
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,89
HP,Intel,16,512,93322,,37%,4.2,1016,45,89
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,89
Apple,Apple,16,512,151900,,37%,4.7,2786,179,89
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,89
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,89
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,89
HP,AMD,16,512,65387,,37%,4.1,26,1,89
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,89
Apple,Apple,16,512,151900,,37%,4.7,2786,179,89
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,89
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,89
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,89
Apple,Apple,16,512,127900,,37%,4.7,2786,179,89
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,89
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,89
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,89
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,89
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,89
Apple,Apple,16,512,151900,,37%,4.7,2786,179,89
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,90
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,90
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,90
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,90
HP,Intel,16,512,93322,,37%,4.2,1016,45,90
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,90
Apple,Apple,16,512,151900,,37%,4.7,2786,179,90
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,90
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,90
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,90
HP,AMD,16,512,65387,,37%,4.1,26,1,90
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,90
Apple,Apple,16,512,151900,,37%,4.7,2786,179,90
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,90
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,90
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,90
Apple,Apple,16,512,127900,,37%,4.7,2786,179,90
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,90
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,90
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,90
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,90
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,90
Apple,Apple,16,512,151900,,37%,4.7,2786,179,90
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,91
HP,Intel,16,512,93322,,37%,4.2,1016,45,91
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,91
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,91
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,91
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,91
Apple,Apple,16,512,151900,,37%,4.7,2786,179,91
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,91
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,91
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,91
HP,AMD,16,512,65387,,37%,4.1,26,1,91
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,91
Apple,Apple,16,512,151900,,37%,4.7,2786,179,91
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,91
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,91
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,91
Apple,Apple,16,512,127900,,37%,4.7,2786,179,91
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,91
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,91
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,91
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,91
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,91
Apple,Apple,16,512,151900,,37%,4.7,2786,179,91
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,92
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,92
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,92
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,92
HP,Intel,16,512,93322,,37%,4.2,1016,45,92
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,92
Apple,Apple,16,512,151900,,37%,4.7,2786,179,92
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,92
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,92
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,92
HP,AMD,16,512,65387,,37%,4.1,26,1,92
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,92
Apple,Apple,16,512,151900,,37%,4.7,2786,179,92
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,92
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,92
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,92
Apple,Apple,16,512,127900,,37%,4.7,2786,179,92
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,92
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,92
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,92
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,92
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,92
Apple,Apple,16,512,151900,,37%,4.7,2786,179,92
