Brand,processor_name,RAM,Storage,Price,original price,discount,ratings,number_of_ratings,number_of_reviews,page number
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,35
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,35
Apple,Apple,16,512,127900,,37%,4.7,2786,179,35
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,35
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,35
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,35
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,35
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,35
Apple,Apple,16,512,151900,,37%,4.7,2786,179,35
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,36
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,36
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,36
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,36
HP,Intel,16,512,93322,,37%,4.2,1016,45,36
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,36
Apple,Apple,16,512,151900,,37%,4.7,2786,179,36
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,36
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,36
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,36
HP,AMD,16,512,65387,,37%,4.1,26,1,36
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,36
Apple,Apple,16,512,151900,,37%,4.7,2786,179,36
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,36
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,36
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,36
Apple,Apple,16,512,127900,,37%,4.7,2786,179,36
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,36
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,36
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,36
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,36
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,36
Apple,Apple,16,512,151900,,37%,4.7,2786,179,36
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,37
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,37
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,37
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,37
HP,Intel,16,512,93322,,37%,4.2,1016,45,37
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,37
Apple,Apple,16,512,151900,,37%,4.7,2786,179,37
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,37
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,37
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,37
HP,AMD,16,512,65387,,37%,4.1,26,1,37
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,37
Apple,Apple,16,512,151900,,37%,4.7,2786,179,37
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,37
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,37
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,37
Apple,Apple,16,512,127900,,37%,4.7,2786,179,37
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,37
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,37
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,37
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,37
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,37
Apple,Apple,16,512,151900,,37%,4.7,2786,179,37
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,38
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,38
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,38
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,38
HP,Intel,16,512,93322,,37%,4.2,1016,45,38
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,38
Apple,Apple,16,512,151900,,37%,4.7,2786,179,38
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,38
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,38
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,38
HP,AMD,16,512,65387,,37%,4.1,26,1,38
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,38
Apple,Apple,16,512,151900,,37%,4.7,2786,179,38
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,38
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,38
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,38
Apple,Apple,16,512,127900,,37%,4.7,2786,179,38
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,38
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,38
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,38
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,38
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,38
Apple,Apple,16,512,151900,,37%,4.7,2786,179,38
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,39
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,39
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,39
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,39
HP,Intel,16,512,93322,,37%,4.2,1016,45,39
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,39
Apple,Apple,16,512,151900,,37%,4.7,2786,179,39
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,39
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,39
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,39
HP,AMD,16,512,65387,,37%,4.1,26,1,39
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,39
Apple,Apple,16,512,151900,,37%,4.7,2786,179,39
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,39
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,39
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,39
Apple,Apple,16,512,127900,,37%,4.7,2786,179,39
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,39
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,39
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,39
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,39
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,39
Apple,Apple,16,512,151900,,37%,4.7,2786,179,39
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,40
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,40
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,40
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,40
HP,Intel,16,512,93322,,37%,4.2,1016,45,40
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,40
Apple,Apple,16,512,151900,,37%,4.7,2786,179,40
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,40
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,40
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,40
HP,AMD,16,512,65387,,37%,4.1,26,1,40
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,40
Apple,Apple,16,512,151900,,37%,4.7,2786,179,40
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,40
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,40
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,40
Apple,Apple,16,512,127900,,37%,4.7,2786,179,40
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,40
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,40
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,40
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,40
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,40
Apple,Apple,16,512,151900,,37%,4.7,2786,179,40
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,41
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,41
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,41
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,41
HP,Intel,16,512,93322,,37%,4.2,1016,45,41
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,41
Apple,Apple,16,512,151900,,37%,4.7,2786,179,41
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,41
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,41
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,41
HP,AMD,16,512,65387,,37%,4.1,26,1,41
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,41
Apple,Apple,16,512,151900,,37%,4.7,2786,179,41
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,41
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,41
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,41
Apple,Apple,16,512,127900,,37%,4.7,2786,179,41
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,41
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,41
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,41
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,41
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,41
Apple,Apple,16,512,151900,,37%,4.7,2786,179,41
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,42
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,42
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,42
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,42
HP,Intel,16,512,93322,,37%,4.2,1016,45,42
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,42
Apple,Apple,16,512,151900,,37%,4.7,2786,179,42
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,42
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,42
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,42
HP,AMD,16,512,65387,,37%,4.1,26,1,42
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,42
Apple,Apple,16,512,151900,,37%,4.7,2786,179,42
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,42
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,42
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,42
Apple,Apple,16,512,127900,,37%,4.7,2786,179,42
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,42
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,42
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,42
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,42
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,42
Apple,Apple,16,512,151900,,37%,4.7,2786,179,42
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,43
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,43
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,43
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,43
HP,Intel,16,512,93322,,37%,4.2,1016,45,43
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,43
Apple,Apple,16,512,151900,,37%,4.7,2786,179,43
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,43
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,43
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,43
HP,AMD,16,512,65387,,37%,4.1,26,1,43
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,43
Apple,Apple,16,512,151900,,37%,4.7,2786,179,43
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,43
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,43
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,43
Apple,Apple,16,512,127900,,37%,4.7,2786,179,43
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,43
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,43
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,43
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,43
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,43
Apple,Apple,16,512,151900,,37%,4.7,2786,179,43
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,44
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,44
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,44
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,44
HP,Intel,16,512,93322,,37%,4.2,1016,45,44
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,44
Apple,Apple,16,512,151900,,37%,4.7,2786,179,44
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,44
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,44
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,44
HP,AMD,16,512,65387,,37%,4.1,26,1,44
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,44
Apple,Apple,16,512,151900,,37%,4.7,2786,179,44
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,44
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,44
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,44
Apple,Apple,16,512,127900,,37%,4.7,2786,179,44
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,44
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,44
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,44
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,44
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,44
Apple,Apple,16,512,151900,,37%,4.7,2786,179,44
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,45
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,45
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,45
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,45
HP,Intel,16,512,93322,,37%,4.2,1016,45,45
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,45
Apple,Apple,16,512,151900,,37%,4.7,2786,179,45
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,45
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,45
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,45
HP,AMD,16,512,65387,,37%,4.1,26,1,45
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,45
Apple,Apple,16,512,151900,,37%,4.7,2786,179,45
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,45
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,45
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,45
Apple,Apple,16,512,127900,,37%,4.7,2786,179,45
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,45
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,45
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,45
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,45
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,45
Apple,Apple,16,512,151900,,37%,4.7,2786,179,45
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,46
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,46
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,46
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,46
HP,Intel,16,512,93322,,37%,4.2,1016,45,46
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,46
Apple,Apple,16,512,151900,,37%,4.7,2786,179,46
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,46
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,46
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,46
HP,AMD,16,512,65387,,37%,4.1,26,1,46
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,46
Apple,Apple,16,512,151900,,37%,4.7,2786,179,46
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,46
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,46
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,46
Apple,Apple,16,512,127900,,37%,4.7,2786,179,46
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,46
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,46
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,46
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,46
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,46
Apple,Apple,16,512,151900,,37%,4.7,2786,179,46
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,47
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,47
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,47
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,47
HP,Intel,16,512,93322,,37%,4.2,1016,45,47
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,47
Apple,Apple,16,512,151900,,37%,4.7,2786,179,47
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,47
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,47
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,47
HP,AMD,16,512,65387,,37%,4.1,26,1,47
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,47
Apple,Apple,16,512,151900,,37%,4.7,2786,179,47
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,47
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,47
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,47
Apple,Apple,16,512,127900,,37%,4.7,2786,179,47
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,47
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,47
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,47
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,47
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,47
Apple,Apple,16,512,151900,,37%,4.7,2786,179,47
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,48
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,48
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,48
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,48
HP,Intel,16,512,93322,,37%,4.2,1016,45,48
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,48
Apple,Apple,16,512,151900,,37%,4.7,2786,179,48
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,48
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,48
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,48
HP,AMD,16,512,65387,,37%,4.1,26,1,48
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,48
Apple,Apple,16,512,151900,,37%,4.7,2786,179,48
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,48
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,48
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,48
Apple,Apple,16,512,127900,,37%,4.7,2786,179,48
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,48
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,48
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,48
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,48
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,48
Apple,Apple,16,512,151900,,37%,4.7,2786,179,48
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,49
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,49
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,49
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,49
HP,Intel,16,512,93322,,37%,4.2,1016,45,49
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,49
Apple,Apple,16,512,151900,,37%,4.7,2786,179,49
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,49
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,49
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,49
HP,AMD,16,512,65387,,37%,4.1,26,1,49
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,49
Apple,Apple,16,512,151900,,37%,4.7,2786,179,49
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,49
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,49
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,49
Apple,Apple,16,512,127900,,37%,4.7,2786,179,49
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,49
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,49
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,49
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,49
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,49
Apple,Apple,16,512,151900,,37%,4.7,2786,179,49
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,50
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,50
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,50
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,50
HP,Intel,16,512,93322,,37%,4.2,1016,45,50
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,50
Apple,Apple,16,512,151900,,37%,4.7,2786,179,50
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,50
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,50
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,50
HP,AMD,16,512,65387,,37%,4.1,26,1,50
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,50
Apple,Apple,16,512,151900,,37%,4.7,2786,179,50
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,50
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,50
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,50
Apple,Apple,16,512,127900,,37%,4.7,2786,179,50
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,50
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,50
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,50
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,50
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,50
Apple,Apple,16,512,151900,,37%,4.7,2786,179,50
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,51
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,51
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,51
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,51
HP,Intel,16,512,93322,,37%,4.2,1016,45,51
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,51
Apple,Apple,16,512,151900,,37%,4.7,2786,179,51
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,51
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,51
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,51
HP,AMD,16,512,65387,,37%,4.1,26,1,51
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,51
Apple,Apple,16,512,151900,,37%,4.7,2786,179,51
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,51
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,51
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,51
Apple,Apple,16,512,127900,,37%,4.7,2786,179,51
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,51
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,51
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,51
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,51
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,51
Apple,Apple,16,512,151900,,37%,4.7,2786,179,51
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,52
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,52
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,52
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,52
HP,Intel,16,512,93322,,37%,4.2,1016,45,52
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,52
Apple,Apple,16,512,151900,,37%,4.7,2786,179,52
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,52
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,52
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,52
HP,AMD,16,512,65387,,37%,4.1,26,1,52
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,52
Apple,Apple,16,512,151900,,37%,4.7,2786,179,52
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,52
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,52
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,52
Apple,Apple,16,512,127900,,37%,4.7,2786,179,52
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,52
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,52
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,52
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,52
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,52
Apple,Apple,16,512,151900,,37%,4.7,2786,179,52
